session_id,user_id,group,session_start,session_length,watched,watch_completion,clicks_before_watch,device_type,content_type,genre,time_of_day,bounce_reason
2445,409,A,2024-01-08 17:00:00,6.36,1,0,1,Laptop,Movie,Drama,Evening,
2446,517,B,2024-03-06 05:00:00,13.62,1,0,0,Laptop,Series,Action,Morning,
2447,922,A,2024-03-26 19:00:00,17.78,0,0,4,Mobile,Movie,Horror,Evening,UI Confusion
2448,296,A,2024-03-03 19:00:00,11.62,1,0,3,Mobile,Series,Horror,Evening,
2449,438,A,2024-02-24 21:00:00,7.56,1,1,1,Mobile,Series,Horror,Night,
2450,365,A,2024-03-10 05:00:00,17.08,1,1,1,Laptop,Series,Comedy,Morning,
2451,736,A,2024-03-15 17:00:00,10.39,0,0,0,TV,Series,Drama,Evening,Preview Too Short
2452,475,B,2024-02-13 07:00:00,12.3,1,0,3,Mobile,Movie,Thriller,Morning,
2453,244,B,2024-02-27 18:00:00,8.62,0,0,1,Mobile,Series,Action,Evening,UI Confusion
2454,761,B,2024-03-15 18:00:00,8.91,0,0,0,Laptop,Series,Drama,Evening,No Interest
2455,694,A,2024-02-16 10:00:00,5.0,1,0,6,Laptop,Series,Horror,Morning,
2456,394,B,2024-01-30 04:00:00,9.89,1,1,0,Laptop,Movie,Thriller,Morning,
2457,906,B,2024-03-20 20:00:00,19.05,0,0,1,Mobile,Series,Drama,Evening,Preview Too Short
2458,613,B,2024-03-15 17:00:00,17.23,0,0,0,Laptop,Series,Action,Evening,Playback Error
2459,268,A,2024-02-25 07:00:00,8.42,0,0,6,Mobile,Series,Drama,Morning,UI Confusion
2460,607,B,2024-03-25 02:00:00,15.4,1,1,1,TV,Series,Sci-Fi,Morning,
2461,28,B,2024-03-22 15:00:00,8.73,1,1,3,Mobile,Series,Horror,Afternoon,
2462,211,B,2024-01-23 19:00:00,13.56,1,1,1,Mobile,Series,Comedy,Evening,
2463,787,A,2024-01-08 19:00:00,12.97,1,1,2,Mobile,Series,Thriller,Evening,
2464,561,B,2024-01-26 22:00:00,7.77,0,0,1,Mobile,Movie,Horror,Night,Playback Error
2465,575,B,2024-02-13 12:00:00,7.28,1,0,2,Mobile,Series,Thriller,Afternoon,
2466,129,A,2024-03-03 13:00:00,5.0,1,1,2,Mobile,Movie,Action,Afternoon,
2467,570,B,2024-03-10 21:00:00,13.56,0,0,0,Laptop,Series,Drama,Night,Playback Error
2468,818,A,2024-03-27 14:00:00,10.74,1,0,4,Mobile,Movie,Drama,Afternoon,
2469,944,A,2024-01-06 09:00:00,13.2,0,0,4,Mobile,Series,Comedy,Morning,Preview Too Short
2470,458,B,2024-01-25 03:00:00,18.13,1,0,2,Mobile,Series,Drama,Morning,
2471,845,B,2024-03-03 21:00:00,20.12,1,0,1,TV,Movie,Sci-Fi,Night,
2472,861,B,2024-02-07 20:00:00,15.81,1,1,0,Mobile,Movie,Action,Evening,
2473,909,B,2024-02-14 13:00:00,18.02,1,0,3,Laptop,Series,Comedy,Afternoon,
2474,47,A,2024-02-03 11:00:00,6.51,1,1,4,TV,Movie,Thriller,Morning,
2475,965,B,2024-02-17 00:00:00,17.05,1,1,1,Laptop,Series,Drama,Morning,
2476,458,A,2024-02-03 08:00:00,15.84,1,0,1,Mobile,Movie,Comedy,Morning,
2477,415,A,2024-01-18 04:00:00,9.63,1,1,1,TV,Movie,Sci-Fi,Morning,
2478,957,B,2024-01-22 18:00:00,17.63,1,0,2,TV,Movie,Drama,Evening,
2479,716,A,2024-02-15 18:00:00,9.67,0,0,1,Mobile,Series,Action,Evening,Preview Too Short
2480,698,B,2024-02-04 01:00:00,15.69,1,1,2,Mobile,Movie,Horror,Morning,
2481,312,B,2024-02-14 15:00:00,9.11,1,1,7,Laptop,Movie,Thriller,Afternoon,
2482,649,B,2024-01-02 07:00:00,12.02,1,1,2,TV,Movie,Drama,Morning,
2483,414,B,2024-02-13 14:00:00,10.73,1,1,0,Mobile,Movie,Horror,Afternoon,
2484,351,A,2024-01-29 14:00:00,7.61,1,0,1,TV,Series,Thriller,Afternoon,
2485,93,B,2024-01-24 08:00:00,15.54,1,0,1,Mobile,Series,Comedy,Morning,
2486,307,A,2024-02-12 21:00:00,12.65,1,1,3,Mobile,Series,Horror,Night,
2487,486,B,2024-03-26 07:00:00,11.68,1,1,1,Laptop,Movie,Thriller,Morning,
2488,447,A,2024-02-06 22:00:00,15.86,0,0,3,Laptop,Series,Action,Night,No Interest
2489,438,A,2024-02-18 23:00:00,5.1,1,1,2,Mobile,Series,Action,Night,
2490,568,A,2024-02-10 09:00:00,15.58,1,1,2,Mobile,Series,Comedy,Morning,
2491,893,A,2024-01-06 19:00:00,12.27,1,1,2,Mobile,Series,Thriller,Evening,
2492,440,B,2024-03-25 05:00:00,11.56,0,0,3,Mobile,Series,Horror,Morning,Playback Error
2493,711,B,2024-02-09 13:00:00,14.64,1,0,3,Mobile,Movie,Thriller,Afternoon,
2494,189,A,2024-01-27 01:00:00,15.03,1,1,4,Mobile,Series,Thriller,Morning,
2495,838,B,2024-02-25 20:00:00,14.77,1,0,0,Laptop,Movie,Thriller,Evening,
2496,640,B,2024-03-17 07:00:00,20.37,0,0,2,Mobile,Movie,Drama,Morning,Preview Too Short
2497,446,B,2024-02-08 02:00:00,19.5,1,0,4,Mobile,Movie,Comedy,Morning,
2498,753,A,2024-03-27 10:00:00,13.0,0,0,2,Mobile,Series,Horror,Morning,Preview Too Short
2499,236,B,2024-03-27 00:00:00,8.0,0,0,1,Laptop,Movie,Thriller,Morning,Preview Too Short
2500,399,B,2024-03-24 07:00:00,8.26,1,1,1,Mobile,Movie,Drama,Morning,
2501,270,B,2024-03-03 22:00:00,13.56,0,0,1,Mobile,Series,Drama,Night,Preview Too Short
2502,954,B,2024-02-04 17:00:00,13.46,0,0,0,Mobile,Series,Action,Evening,Preview Too Short
2503,891,A,2024-02-15 20:00:00,6.97,1,1,0,Mobile,Movie,Horror,Evening,
2504,333,B,2024-03-21 22:00:00,5.43,1,1,0,TV,Movie,Horror,Night,
2505,676,B,2024-03-05 01:00:00,15.58,1,1,2,Mobile,Series,Horror,Morning,
2506,597,A,2024-02-25 19:00:00,12.18,1,0,3,TV,Movie,Action,Evening,
2507,917,B,2024-02-27 02:00:00,10.75,1,1,1,Laptop,Movie,Comedy,Morning,
2508,911,A,2024-01-04 08:00:00,11.82,1,0,1,Mobile,Series,Horror,Morning,
2509,743,A,2024-02-03 22:00:00,10.09,1,0,2,Mobile,Series,Comedy,Night,
2510,394,A,2024-03-18 07:00:00,13.39,0,0,2,TV,Movie,Sci-Fi,Morning,No Interest
2511,342,A,2024-02-18 09:00:00,11.55,1,1,4,TV,Movie,Thriller,Morning,
2512,197,A,2024-01-22 10:00:00,12.56,1,1,2,Mobile,Series,Comedy,Morning,
2513,584,A,2024-02-01 13:00:00,12.19,0,0,4,Mobile,Series,Horror,Afternoon,Playback Error
2514,148,B,2024-03-11 06:00:00,29.75,1,0,3,TV,Movie,Action,Morning,
2515,881,A,2024-03-11 14:00:00,12.77,1,1,6,Mobile,Series,Drama,Afternoon,
2516,243,A,2024-03-17 19:00:00,5.0,1,1,1,Laptop,Movie,Sci-Fi,Evening,
2517,100,A,2024-01-31 05:00:00,14.45,0,0,2,Mobile,Series,Thriller,Morning,Preview Too Short
2518,422,B,2024-03-25 16:00:00,19.5,1,0,3,Mobile,Movie,Action,Afternoon,
2519,611,B,2024-03-06 22:00:00,10.63,1,0,0,TV,Series,Horror,Night,
2520,235,A,2024-01-24 04:00:00,13.6,0,0,1,Mobile,Movie,Thriller,Morning,Preview Too Short
2521,196,A,2024-02-21 22:00:00,7.36,1,1,4,Mobile,Movie,Thriller,Night,
2522,243,B,2024-03-16 03:00:00,18.87,1,0,0,Mobile,Series,Comedy,Morning,
2523,416,A,2024-01-14 08:00:00,12.8,0,0,0,Mobile,Series,Horror,Morning,UI Confusion
2524,106,B,2024-02-03 15:00:00,14.22,0,0,1,Mobile,Movie,Drama,Afternoon,UI Confusion
2525,350,A,2024-02-20 07:00:00,11.75,1,0,8,TV,Movie,Drama,Morning,
2526,184,A,2024-02-15 02:00:00,20.73,0,0,3,TV,Series,Comedy,Morning,No Interest
2527,781,A,2024-01-05 03:00:00,7.43,1,0,1,Mobile,Movie,Thriller,Morning,
2528,568,A,2024-01-05 04:00:00,12.71,0,0,3,Laptop,Series,Sci-Fi,Morning,UI Confusion
2529,345,B,2024-01-01 19:00:00,13.97,1,0,3,Laptop,Movie,Thriller,Evening,
2530,98,B,2024-02-23 17:00:00,17.26,1,0,1,TV,Series,Sci-Fi,Evening,
2531,198,A,2024-03-08 19:00:00,11.21,0,0,0,Mobile,Movie,Thriller,Evening,Playback Error
2532,175,B,2024-03-03 12:00:00,7.87,1,1,0,Mobile,Series,Horror,Afternoon,
2533,691,A,2024-02-28 03:00:00,16.3,1,0,2,Mobile,Movie,Action,Morning,
2534,885,A,2024-02-22 05:00:00,7.19,1,0,3,Mobile,Movie,Action,Morning,
2535,411,A,2024-01-25 03:00:00,8.34,1,1,3,Mobile,Movie,Action,Morning,
2536,189,A,2024-02-10 01:00:00,17.25,1,0,1,Mobile,Movie,Horror,Morning,
2537,392,B,2024-01-05 17:00:00,15.9,1,0,1,Mobile,Movie,Sci-Fi,Evening,
2538,273,B,2024-01-24 20:00:00,20.33,0,0,3,Mobile,Movie,Drama,Evening,No Interest
2539,916,B,2024-01-09 20:00:00,24.28,1,0,5,Mobile,Movie,Drama,Evening,
2540,262,B,2024-01-21 17:00:00,5.0,1,1,2,Mobile,Movie,Drama,Evening,
2541,801,B,2024-01-31 18:00:00,10.13,1,0,2,Mobile,Series,Sci-Fi,Evening,
2542,928,A,2024-03-26 16:00:00,8.91,1,0,2,Mobile,Series,Thriller,Afternoon,
2543,215,A,2024-02-22 15:00:00,15.4,1,0,3,Mobile,Movie,Drama,Afternoon,
2544,63,B,2024-02-26 17:00:00,12.12,0,0,1,Mobile,Series,Sci-Fi,Evening,UI Confusion
2545,140,A,2024-03-03 21:00:00,12.69,0,0,3,Mobile,Movie,Thriller,Night,UI Confusion
2546,741,B,2024-02-03 01:00:00,9.2,1,1,4,Mobile,Series,Sci-Fi,Morning,
2547,920,B,2024-03-23 16:00:00,13.63,1,1,3,Laptop,Series,Horror,Afternoon,
2548,52,A,2024-01-14 12:00:00,14.0,1,1,2,Mobile,Movie,Thriller,Afternoon,
2549,216,B,2024-01-12 21:00:00,23.31,0,0,0,TV,Series,Horror,Night,Playback Error
2550,448,B,2024-03-08 03:00:00,16.8,1,0,0,Mobile,Series,Horror,Morning,
2551,877,A,2024-01-30 00:00:00,18.72,1,1,2,TV,Movie,Drama,Morning,
2552,386,A,2024-03-18 16:00:00,12.56,0,0,2,Mobile,Series,Thriller,Afternoon,UI Confusion
2553,214,B,2024-02-24 13:00:00,16.51,1,1,4,Mobile,Series,Thriller,Afternoon,
2554,727,A,2024-03-22 00:00:00,12.86,1,1,0,Mobile,Movie,Sci-Fi,Morning,
2555,108,B,2024-03-09 06:00:00,16.62,1,0,1,Mobile,Movie,Drama,Morning,
2556,32,A,2024-03-25 09:00:00,9.11,1,1,1,Laptop,Movie,Thriller,Morning,
2557,789,B,2024-02-12 04:00:00,13.64,1,0,5,Mobile,Movie,Action,Morning,
2558,652,B,2024-02-19 02:00:00,22.16,1,1,1,TV,Series,Comedy,Morning,
2559,667,B,2024-02-02 21:00:00,6.91,1,1,1,TV,Series,Comedy,Night,
2560,258,A,2024-01-09 10:00:00,9.9,0,0,3,Mobile,Movie,Action,Morning,Preview Too Short
2561,678,A,2024-01-09 02:00:00,13.3,1,1,1,Mobile,Series,Drama,Morning,
2562,558,B,2024-02-09 05:00:00,11.4,1,1,2,Laptop,Series,Horror,Morning,
2563,570,B,2024-03-21 20:00:00,12.55,1,1,4,TV,Series,Thriller,Evening,
2564,503,B,2024-02-29 06:00:00,11.99,1,0,1,Laptop,Series,Horror,Morning,
2565,740,B,2024-01-12 05:00:00,5.37,0,0,2,Mobile,Movie,Action,Morning,Preview Too Short
2566,583,A,2024-03-27 07:00:00,12.96,0,0,2,Mobile,Movie,Thriller,Morning,Preview Too Short
2567,285,A,2024-02-17 06:00:00,11.94,1,0,1,TV,Movie,Sci-Fi,Morning,
2568,348,B,2024-02-21 11:00:00,12.09,1,1,1,TV,Series,Horror,Morning,
2569,689,A,2024-03-04 17:00:00,9.46,1,0,1,Laptop,Series,Thriller,Evening,
2570,725,B,2024-03-08 18:00:00,15.78,0,0,2,TV,Series,Horror,Evening,No Interest
2571,921,B,2024-01-26 15:00:00,13.67,0,0,1,Mobile,Movie,Drama,Afternoon,No Interest
2572,122,A,2024-01-01 08:00:00,15.51,1,1,4,Laptop,Movie,Drama,Morning,
2573,367,B,2024-01-24 20:00:00,12.97,1,1,3,Mobile,Movie,Horror,Evening,
2574,6,A,2024-03-22 02:00:00,13.19,1,1,1,TV,Movie,Sci-Fi,Morning,
2575,715,A,2024-03-15 16:00:00,13.41,1,1,1,Mobile,Movie,Drama,Afternoon,
2576,590,B,2024-01-13 22:00:00,8.84,1,1,2,Mobile,Movie,Horror,Night,
2577,1000,A,2024-02-19 05:00:00,6.81,1,1,0,Mobile,Series,Drama,Morning,
2578,414,B,2024-03-30 09:00:00,19.22,0,0,1,Mobile,Movie,Action,Morning,No Interest
2579,451,B,2024-02-07 10:00:00,7.12,0,0,0,Laptop,Movie,Horror,Morning,UI Confusion
2580,987,A,2024-03-07 08:00:00,16.8,1,1,2,Mobile,Movie,Sci-Fi,Morning,
2581,940,A,2024-02-03 20:00:00,13.63,1,0,3,TV,Series,Comedy,Evening,
2582,962,B,2024-03-30 18:00:00,13.29,1,1,4,Laptop,Series,Action,Evening,
2583,394,B,2024-03-12 01:00:00,21.41,1,1,2,Laptop,Series,Horror,Morning,
2584,210,A,2024-01-05 01:00:00,19.85,1,1,2,Mobile,Series,Action,Morning,
2585,809,B,2024-01-19 22:00:00,14.17,0,0,1,Laptop,Movie,Comedy,Night,Preview Too Short
2586,893,B,2024-02-10 05:00:00,12.36,1,0,2,Laptop,Movie,Action,Morning,
2587,228,B,2024-02-06 02:00:00,21.63,0,0,0,Mobile,Series,Action,Morning,Playback Error
2588,296,B,2024-02-14 10:00:00,8.99,1,0,1,TV,Movie,Thriller,Morning,
2589,3,B,2024-02-24 10:00:00,13.81,0,0,0,Laptop,Series,Horror,Morning,Preview Too Short
2590,630,A,2024-01-03 19:00:00,5.8,1,0,4,Mobile,Series,Action,Evening,
2591,81,A,2024-03-15 09:00:00,12.03,1,0,0,Laptop,Movie,Thriller,Morning,
2592,53,B,2024-01-12 11:00:00,19.36,1,1,1,Mobile,Series,Sci-Fi,Morning,
2593,81,A,2024-02-07 12:00:00,15.05,1,0,2,Mobile,Series,Action,Afternoon,
2594,620,B,2024-02-27 12:00:00,20.25,1,0,0,Mobile,Movie,Thriller,Afternoon,
2595,675,A,2024-02-04 20:00:00,6.96,0,0,1,Laptop,Movie,Drama,Evening,Preview Too Short
2596,100,B,2024-03-26 10:00:00,11.12,1,1,1,TV,Series,Thriller,Morning,
2597,667,A,2024-01-22 09:00:00,9.44,0,0,1,TV,Series,Thriller,Morning,Playback Error
2598,648,A,2024-03-11 11:00:00,5.85,1,0,1,Mobile,Series,Horror,Morning,
2599,353,B,2024-02-22 09:00:00,10.53,1,0,1,Laptop,Series,Horror,Morning,
2600,580,A,2024-03-30 03:00:00,10.52,1,0,5,Mobile,Series,Drama,Morning,
2601,70,A,2024-02-10 07:00:00,10.03,1,1,4,Mobile,Movie,Thriller,Morning,
2602,884,A,2024-02-23 20:00:00,17.83,1,1,3,Mobile,Movie,Sci-Fi,Evening,
2603,564,B,2024-02-29 23:00:00,11.25,1,1,2,TV,Movie,Sci-Fi,Night,
2604,371,B,2024-02-16 15:00:00,14.32,0,0,3,Mobile,Series,Action,Afternoon,UI Confusion
2605,350,A,2024-03-04 10:00:00,10.73,1,1,0,Mobile,Movie,Horror,Morning,
2606,374,B,2024-03-24 07:00:00,14.51,1,1,1,Mobile,Movie,Action,Morning,
2607,696,B,2024-02-09 22:00:00,14.71,1,1,4,Mobile,Movie,Action,Night,
2608,228,B,2024-03-14 10:00:00,16.46,0,0,3,Mobile,Series,Drama,Morning,No Interest
2609,720,A,2024-02-14 07:00:00,13.03,0,0,2,Mobile,Movie,Drama,Morning,UI Confusion
2610,513,A,2024-01-22 02:00:00,13.63,0,0,2,TV,Series,Drama,Morning,No Interest
2611,197,B,2024-01-30 10:00:00,11.34,1,0,0,TV,Series,Sci-Fi,Morning,
2612,297,B,2024-03-30 18:00:00,19.38,1,1,1,Mobile,Movie,Thriller,Evening,
2613,57,B,2024-01-11 15:00:00,8.45,1,0,1,Mobile,Movie,Comedy,Afternoon,
2614,558,A,2024-02-09 03:00:00,10.82,0,0,2,Laptop,Movie,Thriller,Morning,Preview Too Short
2615,882,B,2024-01-07 02:00:00,5.68,1,1,3,TV,Movie,Thriller,Morning,
2616,591,B,2024-03-15 10:00:00,16.69,1,1,1,Mobile,Movie,Thriller,Morning,
2617,176,B,2024-01-12 15:00:00,5.0,1,0,0,Laptop,Movie,Comedy,Afternoon,
2618,628,A,2024-01-15 14:00:00,6.65,1,0,3,Mobile,Series,Action,Afternoon,
2619,908,A,2024-02-28 04:00:00,13.81,0,0,4,Mobile,Series,Drama,Morning,UI Confusion
2620,523,A,2024-01-26 17:00:00,12.16,1,0,2,Mobile,Series,Thriller,Evening,
2621,725,B,2024-01-24 07:00:00,18.42,1,0,5,Laptop,Series,Comedy,Morning,
2622,582,B,2024-01-14 17:00:00,11.73,1,1,1,Mobile,Movie,Thriller,Evening,
2623,829,B,2024-02-01 03:00:00,19.64,1,1,2,Mobile,Movie,Comedy,Morning,
2624,661,B,2024-03-16 09:00:00,8.87,0,0,3,TV,Movie,Action,Morning,Preview Too Short
2625,898,A,2024-01-02 11:00:00,8.85,1,0,1,Mobile,Movie,Comedy,Morning,
2626,95,B,2024-03-04 16:00:00,12.83,0,0,0,Laptop,Series,Comedy,Afternoon,No Interest
2627,79,B,2024-01-13 03:00:00,14.4,1,0,2,TV,Series,Sci-Fi,Morning,
2628,521,B,2024-03-13 00:00:00,12.98,1,1,2,Laptop,Movie,Thriller,Morning,
2629,694,B,2024-01-20 00:00:00,14.27,1,1,0,Mobile,Series,Comedy,Morning,
2630,64,B,2024-02-07 21:00:00,15.21,1,1,2,TV,Series,Sci-Fi,Night,
2631,164,A,2024-03-21 00:00:00,10.07,1,1,1,Mobile,Movie,Sci-Fi,Morning,
2632,711,A,2024-02-17 16:00:00,14.78,1,0,1,Mobile,Movie,Action,Afternoon,
2633,556,B,2024-03-13 11:00:00,10.7,0,0,1,TV,Series,Action,Morning,No Interest
2634,31,A,2024-02-25 16:00:00,13.7,1,0,0,Mobile,Series,Thriller,Afternoon,
2635,280,A,2024-02-20 04:00:00,11.12,1,0,0,TV,Series,Drama,Morning,
2636,679,A,2024-03-06 13:00:00,13.3,1,1,3,Mobile,Movie,Thriller,Afternoon,
2637,490,A,2024-02-08 11:00:00,10.62,0,0,1,Mobile,Series,Drama,Morning,Preview Too Short
2638,871,A,2024-01-05 03:00:00,14.42,0,0,2,Laptop,Movie,Sci-Fi,Morning,Preview Too Short
2639,527,B,2024-02-04 13:00:00,19.54,0,0,1,TV,Movie,Thriller,Afternoon,UI Confusion
2640,327,B,2024-03-12 20:00:00,16.47,1,1,1,Mobile,Movie,Action,Evening,
2641,41,A,2024-03-03 07:00:00,17.01,0,0,2,Mobile,Series,Sci-Fi,Morning,No Interest
2642,294,B,2024-01-25 18:00:00,15.95,0,0,1,Mobile,Movie,Action,Evening,No Interest
2643,736,B,2024-03-18 11:00:00,13.41,0,0,1,TV,Series,Comedy,Morning,UI Confusion
2644,642,A,2024-03-27 10:00:00,11.41,1,1,2,Mobile,Movie,Action,Morning,
2645,252,B,2024-01-23 08:00:00,17.42,1,1,1,TV,Series,Sci-Fi,Morning,
2646,912,B,2024-01-14 17:00:00,18.82,1,1,1,Laptop,Series,Comedy,Evening,
2647,149,A,2024-03-30 16:00:00,9.14,0,0,3,Mobile,Series,Drama,Afternoon,Playback Error
2648,578,A,2024-02-13 18:00:00,16.2,0,0,2,Mobile,Movie,Comedy,Evening,Preview Too Short
2649,829,B,2024-01-20 17:00:00,10.8,1,0,0,TV,Series,Action,Evening,
2650,222,A,2024-02-15 15:00:00,16.23,1,1,3,Mobile,Series,Action,Afternoon,
2651,810,A,2024-02-16 18:00:00,8.27,1,1,2,TV,Movie,Drama,Evening,
2652,422,A,2024-03-06 01:00:00,12.45,0,0,0,TV,Series,Sci-Fi,Morning,Preview Too Short
2653,702,A,2024-01-09 11:00:00,11.98,1,1,2,TV,Movie,Drama,Morning,
2654,824,B,2024-02-22 15:00:00,18.27,0,0,0,Mobile,Movie,Horror,Afternoon,Preview Too Short
2655,810,B,2024-03-28 09:00:00,20.69,1,0,2,Mobile,Series,Action,Morning,
2656,831,A,2024-02-07 00:00:00,14.53,1,1,0,TV,Movie,Thriller,Morning,
2657,852,B,2024-02-20 13:00:00,15.14,1,0,4,Mobile,Series,Action,Afternoon,
2658,392,A,2024-03-25 15:00:00,11.23,0,0,2,Mobile,Movie,Comedy,Afternoon,No Interest
2659,113,B,2024-02-15 23:00:00,16.57,1,1,0,Mobile,Series,Sci-Fi,Night,
2660,541,A,2024-01-02 19:00:00,18.3,1,1,3,Mobile,Movie,Action,Evening,
2661,983,B,2024-01-23 13:00:00,11.76,1,0,2,Mobile,Movie,Drama,Afternoon,
2662,256,A,2024-03-04 03:00:00,5.97,0,0,1,Mobile,Series,Drama,Morning,UI Confusion
2663,211,A,2024-03-21 21:00:00,6.4,1,1,3,Mobile,Series,Sci-Fi,Night,
2664,506,B,2024-03-23 21:00:00,12.38,1,1,1,Mobile,Series,Sci-Fi,Night,
2665,79,A,2024-01-26 14:00:00,15.15,1,1,3,Mobile,Movie,Drama,Afternoon,
2666,409,A,2024-01-23 11:00:00,10.56,1,0,1,Mobile,Movie,Comedy,Morning,
2667,295,A,2024-02-04 00:00:00,15.03,1,0,3,TV,Series,Action,Morning,
2668,430,B,2024-01-10 05:00:00,9.01,1,1,3,Mobile,Movie,Sci-Fi,Morning,
2669,258,A,2024-02-04 22:00:00,13.31,0,0,2,Mobile,Series,Comedy,Night,No Interest
2670,964,A,2024-01-10 22:00:00,12.94,0,0,2,Mobile,Series,Comedy,Night,UI Confusion
2671,218,A,2024-01-05 16:00:00,13.32,1,1,1,Mobile,Series,Action,Afternoon,
2672,905,B,2024-03-03 07:00:00,11.61,1,0,1,Laptop,Movie,Thriller,Morning,
2673,999,A,2024-01-04 05:00:00,9.18,1,0,1,TV,Series,Sci-Fi,Morning,
2674,810,B,2024-02-18 11:00:00,7.71,0,0,1,TV,Series,Horror,Morning,UI Confusion
2675,693,B,2024-01-24 20:00:00,16.4,1,0,2,TV,Movie,Horror,Evening,
2676,775,B,2024-01-22 10:00:00,10.68,0,0,0,Mobile,Movie,Drama,Morning,No Interest
2677,543,B,2024-01-06 14:00:00,11.64,1,0,1,Mobile,Series,Sci-Fi,Afternoon,
2678,196,B,2024-01-25 08:00:00,16.31,1,0,5,TV,Movie,Sci-Fi,Morning,
2679,840,A,2024-01-21 21:00:00,10.4,1,0,3,Laptop,Series,Sci-Fi,Night,
2680,802,B,2024-01-04 19:00:00,17.19,1,0,0,TV,Movie,Horror,Evening,
2681,279,B,2024-02-28 12:00:00,16.6,1,0,4,Laptop,Movie,Drama,Afternoon,
2682,318,B,2024-02-14 10:00:00,17.44,1,0,2,TV,Movie,Sci-Fi,Morning,
2683,782,A,2024-01-06 00:00:00,8.11,0,0,3,Mobile,Movie,Action,Morning,No Interest
2684,1000,A,2024-01-28 17:00:00,11.84,1,0,0,Mobile,Series,Comedy,Evening,
2685,288,A,2024-02-02 04:00:00,22.96,1,1,2,Mobile,Series,Comedy,Morning,
2686,658,A,2024-03-25 09:00:00,6.76,0,0,3,Mobile,Movie,Horror,Morning,Preview Too Short
2687,37,A,2024-01-27 18:00:00,14.18,0,0,2,Laptop,Movie,Horror,Evening,UI Confusion
2688,20,A,2024-03-19 16:00:00,7.82,0,0,2,Mobile,Movie,Sci-Fi,Afternoon,UI Confusion
2689,133,A,2024-02-15 04:00:00,10.8,1,0,1,Mobile,Series,Horror,Morning,
2690,539,A,2024-02-27 10:00:00,9.26,1,1,1,Mobile,Movie,Drama,Morning,
2691,986,B,2024-01-08 22:00:00,15.27,1,0,1,Mobile,Series,Thriller,Night,
2692,585,B,2024-03-26 06:00:00,14.34,1,1,2,Laptop,Movie,Action,Morning,
2693,621,B,2024-02-29 00:00:00,11.87,1,0,2,TV,Series,Action,Morning,
2694,441,A,2024-01-07 04:00:00,13.16,1,0,1,Mobile,Series,Action,Morning,
2695,682,B,2024-01-10 05:00:00,10.25,1,1,1,Mobile,Movie,Sci-Fi,Morning,
2696,831,A,2024-03-01 09:00:00,12.25,0,0,4,Mobile,Series,Action,Morning,Playback Error
2697,703,A,2024-03-13 08:00:00,7.16,0,0,2,Mobile,Series,Drama,Morning,Playback Error
2698,910,B,2024-02-28 08:00:00,16.08,0,0,0,Laptop,Series,Action,Morning,Preview Too Short
2699,698,B,2024-02-04 03:00:00,15.07,1,0,1,Laptop,Series,Action,Morning,
2700,816,B,2024-02-04 05:00:00,13.26,1,1,0,Laptop,Movie,Drama,Morning,
2701,703,B,2024-01-14 16:00:00,14.7,1,0,1,TV,Movie,Sci-Fi,Afternoon,
2702,672,B,2024-01-01 00:00:00,11.14,1,1,0,Mobile,Series,Action,Morning,
2703,996,A,2024-02-26 22:00:00,17.0,1,1,3,Mobile,Series,Drama,Night,
2704,432,A,2024-02-21 18:00:00,6.8,0,0,2,Laptop,Series,Horror,Evening,UI Confusion
2705,372,A,2024-01-04 13:00:00,10.71,0,0,2,TV,Movie,Action,Afternoon,Playback Error
2706,914,B,2024-03-19 03:00:00,5.0,1,0,1,Mobile,Movie,Sci-Fi,Morning,
2707,547,A,2024-02-20 22:00:00,11.22,1,1,2,Laptop,Movie,Drama,Night,
2708,919,B,2024-02-11 10:00:00,18.84,1,1,2,Mobile,Movie,Thriller,Morning,
2709,801,A,2024-01-28 15:00:00,14.67,0,0,4,TV,Series,Horror,Afternoon,No Interest
2710,349,B,2024-02-20 09:00:00,11.54,1,0,3,Mobile,Movie,Comedy,Morning,
2711,796,B,2024-02-15 04:00:00,12.84,1,1,3,Mobile,Series,Comedy,Morning,
2712,301,A,2024-01-19 19:00:00,10.04,0,0,3,Laptop,Series,Action,Evening,No Interest
2713,135,A,2024-03-02 22:00:00,20.05,1,1,2,Mobile,Movie,Horror,Night,
2714,51,A,2024-03-19 14:00:00,12.49,1,0,1,Laptop,Series,Action,Afternoon,
2715,23,B,2024-02-10 05:00:00,12.29,1,1,0,Mobile,Series,Action,Morning,
2716,325,A,2024-01-30 13:00:00,14.71,1,1,1,Mobile,Movie,Action,Afternoon,
2717,919,A,2024-03-24 02:00:00,17.92,1,0,6,Mobile,Movie,Horror,Morning,
2718,676,A,2024-03-19 19:00:00,14.56,0,0,1,Laptop,Movie,Action,Evening,Playback Error
2719,432,B,2024-02-09 06:00:00,8.14,0,0,1,Mobile,Series,Thriller,Morning,Preview Too Short
2720,574,B,2024-02-27 10:00:00,7.36,0,0,1,Mobile,Series,Drama,Morning,No Interest
2721,579,B,2024-02-13 15:00:00,10.19,0,0,0,TV,Movie,Drama,Afternoon,Preview Too Short
2722,39,B,2024-01-19 22:00:00,9.39,1,0,2,Mobile,Movie,Horror,Night,
2723,576,B,2024-03-01 10:00:00,13.07,1,1,0,Mobile,Movie,Drama,Morning,
2724,488,A,2024-01-09 01:00:00,8.21,1,0,2,TV,Series,Drama,Morning,
